Date,Author Name,Vertical,Headline,Description
"  Nov 1, 2020, 00:00 IST",Thinkal Menon,,‘Moviegoers are bored with limited or no entertainment’,"My first memory of watching a film in the theatre was My Dear Kuttichathan in Khammam, Andhra Pradesh. I was six or seven years old when my father took me to the movie, and it’s still fresh in my memory. As my father and grandfather were in the industry, I could even attend preview shows of films, then.

As children, we used to save money to watch films. The process of saving money used to begin several months before the release of films, which I would eagerly wait for. I remember watching Mannan and Baasha like that. For a Deepavali release, we friends, used to start saving money from June-July itself. The ticket rates used to be ` 6 and ` 8 then. We used to go and stand in the queue at 7am for the 11.30am show, but it was super fun, back then.


Once I watched Thalapathi at Udhayam and Guna at Vijaya, back to back, and it was a crazy thing I did. Those days, we could experience the euphoria of Rajini’s mass and Kamal’s class, through their films, and it’s difficult to explain in words. Watching Baasha from Udhayam was another ecstatic experience. For Sarath Kumar sir’s I Love India, five of us went wearing the same colour dress and had so much fun. Similarly, for Nagarjuna’s Hello Brother, I remember dancing in front of the screen whenever the songs were played.

Later, the great theatre experience I had for my film was Mankatha. I watched it at INOX Virugambakkam. Ajith sir’s fans had made it a huge celebration; I couldn’t hear anything for the first five to six minutes. It was special to watch the film with them. Recently, I had a similar experience for Vijay sir’s Sarkar, for the 4am show at GK theatre.
People will return to theatres once they feel they are safe. The regular movie-going crowd is bored at home with limited or no entertainment. They have no other option. Cinema is the cheapest form of entertainment, and hence, the audience will return to movie halls."
"  Nov 1, 2020, 00:00 IST",Joyeeta Chakravorty,Lifestyle,Take inspiration from these celebs to turn vegan,"For some people, it takes a lot of convincing to make a lifestyle change. For others, all it takes is a little inspiration. And when it comes to a dietary change, it can take most of us a lot to give up our favourite foods and make the switch. So, this World Vegan Day we capture celeb inspirations that will egg you on, on your vegan journey or even inspire you enough to make that switch.

Richa Chadha
An advocate of veganism, actress Richa Chadha has not only worked on spreading awareness about it, but has also often veered interview conversations towards the topic. She has often spoken about how large-scale production, consumption of animal products harms us and the planet.


Aamir Khan and Kiran Rao
Bollywood actor is known to have turned vegan five years back, after his wife, also a vegan, showed him videos that spoke about the most common diseses that can be prevented just by changing one’s diet.


Diganth Manchale
Actor Diganth Manchale's love for animals, especially stray dogs, is quite visible on his social media. And, it is no surprise that the actor took his love for animals to the next level by turning vegan. He is also quite an inspiration for fitness lovers. He's also been encouraging wife Aindrita Ray to try the vegan lifestyle.


Ragini Chandran
The actress and dancer, who herself is a vegan can be seen helping people go the vegan way, by putting delicious vegan recipes on social media that anyone can try."
"  Nov 1, 2020, 00:00 IST",Deepa Soman,Entertainment,Malayalam cinema once again looks at literature for inspiration,"Next year, Mollywood could see at least five movies releasing, which are based on Malayalam literary works.
While in the past, Malayalam cinema has borrowed extensively from its literature to produce classics such as Odayil Ninnu, Chemmeen and Vidheyan, the past two decades seem to have bucked that trend. However, with movies based on Benyamin’s Aadujeevitham, G R Indugopan’s Vilayath Buddha and Uroob’s Rachiyamma in the works, on Kerala Piravi Day, we find out what’s leading the change and the challenges of adapting literary work to screen.

‘A Book provideS a solid ground to stand on’
One of the most-anticipated, adapted screenplays in Malayalam is that of Aadujeevitham, which has Prithviraj in the lead.
Its director Blessy tells us, “I first thought about making it into a film 11 years ago. A writer-friend and I had a discussion on how in the 70s and 80s, movies had screenplays adapted from literary works of Thakazhi Sivasankara Pillai, Mutthathu Varkey and P Kesavadev, and how by the turn of the millennium, this trend began to cease. The conclusion we arrived at then was that there were immense visual possibilities in the world of movies, but it was becoming increasingly difficult to transpose a literary work to the screen to match that. That’s when I began reading Aadujeevitham and thought the content can provide a cinematic experience.”

Meanwhile, director Shyamaprasad, whose movies including Agnisakshi and Oru Njayarazhcha were based on literary works, says, “Through most of my TV and film life, I have adapted from books, because I feel it is already solid ground to stand on. A book is a different medium from film and I use it as an inspiration but it is not my priority to carry the voice of the author.” His next film Kasiminte Kadal is adapted from Anees Salim’s The Small-Town Sea and features Harish Uthaman, Tashi Shamdat and Arya Salim.

Challenges of choosing a literary work
The themes that now serve as templates for developing the screenplay come from short stories such as Unni R’s Vaanku to novels that are epic in scope as M T Vasudevan Nair’s Randamoozham. Clint director Harikumar has chosen M Mukundan’s short story Autorickshaw-kkarante Bharya for his next film. “I happened to read it in a weekly in 2017. This story about a woman who marries an indolent autorickshaw driver inspired me. However, the content was only enough to make a 30-minute film. So, Mukundan sir and I worked together to add meat to it by introducing characters and events, and shape it into a commercial film,” says Harikumar, about his movie with Suraj Venjaramoodu.

For adapting novels, the process can be even more onerous, says Blessy. “Aadujeevitham is about Najeeb recollecting his experiences in his soliloquy; it’s not a conversation between two people. It’s easier to convey that in a book but depicting a soliloquy onscreen without it being insufferable is tough. So, how the story is told in the film is entirely different. Another task was that in the latter half of the book, even when the Arabab castigates Najeeb in Arabic, the reader reads it in Malayalam; so the book doesn’t address how much the language distresses Najeeb. But in the film, we have to,” says the filmmaker, whose Thanmatra was based on Padmarajan’s short story Orma.

Blessy also explains that movies being a visual medium cannot afford to be vague. “In the book, Benyamin has written that Najeeb couldn’t even find shade under a stick, while describing the heat of the desert. But there’s a masara (a goat farm) in the desert and it will cast a shadow and we can’t eliminate it when showing the visuals. In a literary work, you don’t have to address that because readers travel where the writer takes them, but in a movie, the audience sees it all on screen and can question the logic. Similarly, we have to show the physical transformation that a character undergoes in three years,” he says.

Book vs film comparisons
Every film adaptation of a literary work will eventually be compared to its original source material and the filmmakers are aware of it. “After reading Aadujeevitham, readers have conjured up different images of the deserts and Najeeb’s experiences in their minds. So, as a filmmaker, the most challenging bit for me is to visually present a film that rises above all that,” says Blessy.

Shyamaprasad, however, has a different take. “In adapting a book to film, I believe in conveying its experience to viewers. There is no need to compare the book to the film, as each reader takes away a different experience from a book. When I read Anees Salim’s book, my experience of it evolved from my world vision and each reader has that. I cannot convey through the film what each reader experiences and so I am trying to fulfill what I experience through the book,” he says.



Upcoming movies based on literary works:

Aadujeevitham (Prithviraj)

Vilayath Buddha (Prithviraj)

Autorickshawkkarante Bharya (Suraj Venjaramoodu)

Vaanku (Anaswara Rajan)

Kassiminte Kadal

(Harish Uthaman)

Uroobinte Rachiyamma (Parvathy)"
"  Nov 1, 2020, 00:00 IST",,Entertainment,Dilbagh Singh to team up with Haryanvi singer for song,"There is yet another good news for Punjab's cousin, Haryana's music fans! In an attempt to strengthen the Haryanvi music industry and make it at par with the Punjabi industry, two more leading singers are releasing Haryanavi songs. While these songs, by leading Haryanvi singers, Anu Kadyan and Vicky Kajla had shuttered due to the lockdown, now the singers are ready to roll out their releases. The songs had been planned before the lockdown in March, and had to wait for seven months to be produced and release subsequently. The music video of the song rendered by Vicky Kajla will be a story featuring the singer himself. Kajla's previous songs have been 'Badli Badli Laage' in 2019 that featured Sapna Chaudhary in the music video, and Baraat earlier this year in January, besides 'Heer', also in 2019. The song with Anu will feature Bollywood and Punjabi singer, Dilbagh Singh who has also done Punjabi pop numbers. Some of Anu's previous songs include, 'Bahu Suthri', 'Theke Bain', among others. While Dilbagh is known for his songs like, 'Mari Gali' for the film, 'Tanu Weds Manu: Returns.' Pradeep Solanki, who is making these songs says, ""We had been eagerly waiting for the lockdown to be lifted and the COVID situation to be normalised to make these songs. We are glad that the songs will start rolling out soon and have started production."" Speaking of bringing a mixed potpourri of Haryanvi and Punjabi singers, Solanki says the idea is to bridge the gap between the two industries which are close cousins and to help each other grow."
"  Nov 1, 2020, 00:00 IST",,TV,Milind Gawali recalls his recent visit to a Durga pandal,"The lead actor of a Marathi show 'Aai Kuthe Kay Karte', Milind Gawali recently shed light on his life in the lockdown. He took to his social media to share about his recent visit to one of the Durga pandals in Thane. He revealed that standing in front of the Goddess' idol gave him a lot of positive energy amidst the ongoing pandemic.

He wrote, ""After many many months this was my first Public appearance, Stepped out in Public. so many months passed by in the lock down, things were dark and gloomy and all of a sudden there is Bright light, a beautiful glow of Durga Mata, Navratri Festival in Thane , Thank You #subodhbare @subodhbare and @baresanket for Inviting me for the Maha Aarti, Since March 17th we all were just sort of Jailed, kind of House Arrest, and in fear of getting out, luckily #AaiKutheKayKarte @aaikuthekaykarte shooting started on 29th June, but still with so much of restrictions, we were shooting, again it was a kind of House Arrest, only crew members on the location set.. no contact with the public, this was the first time I stepped out of my comfort zone, and when I stood in front of the Devi for Aarti amongst all public , I felt this was the real comfort zone, I can still feel the energy, I can still see the eyes of Devi maa, that Super Power, Got the will to fight any thing comes our way...lot of positive energy, just make your self strong, build you immune system strong, physical and mental well-being... and the all mighty will take care of Us,"" (sic).


Milind has been garnering a lot of praises for his grey character Aniruddha."
"  Nov 1, 2020, 00:11 IST",Ruman Ganguly,Entertainment,"Let’s light up our homes with positivity this Diwali, says Sreenanda Shankar","The heart of Kolkata’s electronics bazaar is slowly plugging into the Diwali mood. Sreenanda Shankar, who flew down to Kolkata from Mumbai just before Puja to celebrate the month-long festive season with her family, stepped out to shop for Diwali lights at Chandni Market on Saturday and Calcutta Times managed to catch up with her. “Diwali is one of the biggest festivals for us. Considering the difficult year we have had, it is important for everyone to celebrate the occasion with fervour,” she said, adding, “It can offer respite from the pandemic woes we have been facing for more than eight months.” Reminding us about the gravity of the situation, the danseuse-actress said, “We need to keep in mind that the pandemic is very real and millions of people are fighting for their lives. Some of them are even quarantined, wondering how the virus will take a turn and hoping to get better.”
Sreenanda is rooting for a cracker-free Diwali this year. “It would be amazing if we could concentrate on decorating our homes with beautiful lights and diyas and avoid crackers and fireworks. Keeping in mind that COVID-19 is a virus that goes after the respiratory system, let’s not add to the pollution and make it tougher for the ones who are suffering. Instead, let us beautifully decorate our homes with lights of positivity. Stay in and spend the festival with the ones you love,” she told us."
"  Nov 1, 2020, 00:11 IST",,,-,
"  Nov 1, 2020, 00:11 IST",,Entertainment,Happy Birthday Aishwarya Rai Bachchan: Fans take over social media to wish the eternal beauty of Bollywood,"Bollywood’s heartthrob Aishwarya Rai Bachchan, who made her debut with ‘Iruvar’ turns a year older today. The diva has come a long way in the entertainment industry and is one of the most respected and celebrated actresses in Bollywood. From winning the crown for Miss World, delivering noteworthy performances to making a significant mark in the Hollywood industry, the actress has come a long way.
As the diva turned 47 today, fans and admirers have taken to their social media handles to wish their favourite star with heartwarming messages. Have a look :

Happy Birthday The most beautiful women on planet #AishwaryaRaiBachchanStay blessed forever ���������� Wishing you imm… https://t.co/MEQFhPJVa8
&mdash; World Of Beautiful Queens (@worldofqueens1) 1604157618000

Wishing the extremely gorgeous #AishwaryaRaiBachchan a very HAPPY BIRTHDAY!!!!!She started ruling the 90s with her… https://t.co/VNxwXHTzV6
&mdash; AB❤~suyasha mya~❤AB (@luvbachchan) 1604169000000
Here wishing you a very Happy Birthday mam �� #AishwaryaRaiBachchan Always Smiling �� because your smile is pri… https://t.co/0nOxlFtBTU
&mdash; AdityaChauhan080896 (@AdityaC80508046) 1604169020000

Happy Birthday to this Bollywood legend who has made Indians proud on many occasions, a lady who is a reservoir of… https://t.co/5tMFA4LF91
&mdash; Queen Aishwayra Rai Fan (@badass_aishfan) 1604161860000

Guftagu bezaar logo ki aadat haiJo aankhein keh deti hai, unke aage lafzo ka darja kyaa..#HappyBirthdayAishwarya… https://t.co/xZNJnKgjYR
&mdash; �� Aanchal �� (@SRKianAJH) 1604171096000

Happy Birthday To the Most beautiful lady ����Aishwarya Rai bachchan #HappyBirthdayAishwarya… https://t.co/Siujue9cKN
&mdash; Anand thakur (@iamakt27) 1604170593000

There’s a different aura about Aishwarya’s personality. Her on-screen presence has always been cherished and applauded by cinema lovers and fans. She has crafted a niche for herself, and wherever she graces her presence, she leaves an everlasting impression on her audience.


She is also known for her impeccable fashion statement. She always manages to maintain a balance between comfort and style, and can pull off any attire with grace and perfection. On the work front, she was last seen in 'Fanney Khan' co-starring Anil Kapoor and Rajkummar Rao."
"  Nov 1, 2020, 00:11 IST",,,-,
"  Nov 1, 2020, 01:00 IST",Abhishek.Shukla2@timesgroup.com,Entertainment,Theatre takes centre stage in Lucknow,"Theatre in Lucknow has always been a talking point not just for Lucknowites but people in different cities also. Lucknowite and theatre director-producer Salim Arif, who has been a part of the Lucknow theatre scene since the 1970s and is known for plays like Taj Mahal Ka Tender, Dil Chahta Hai, among others, on LT’s 25th Anniversary, giving an insight into the theatre scene in the 90s, says, “The 1970s saw a great vitality in the city theatre scene with a constant flow of important plays and individuals from outside that reinvigorated the local audience and performers. But by the 1990s, exposure to the quality theatre from outside in Lucknow became negligible. Ticketed shows at the iconic Ravindralaya gave way to complimentary shows at Rai Umanath Bali Auditorium,” says Arif, adding, “Still theatre stalwarts of the city like Dr Raj Bisaria, Dr Anil Rastogi, Surya Mohan Kulshreshtha and several others continued working with local talent and kept various stages alive with meaningful efforts.”
Shobhna Jagdish and Dr Anil Rastogi in the play Vibhas directed by Prof Raj Bisaria last year (BCCL)
Salim Arif, theatre director and producer (BCCL)

Telling us how he got well-known theatre artistes to the city, Arif shares, “My early work in Mumbai in TV shows and films introduced me to some great performers who became close personal friends. Those relationships came handy and one could persuade most of them to visit Lucknow with their plays. My friend Zafar Nabi took the responsibility of organising quality theatre shows in Lucknow and we also got support from sponsors and state administration. We had organised Tughlaq in early 80s at Ravindralaya that featured legendary Manohar Singh in his most famous role with great success. This new thrust of shows from outside incidentally coincided with the time when Lucknow Times was introduced with the daily staple of TOI in 1995.”
A scene from the play Brokeback Mountain – an adaptation of the Hollywood film – was much talked about in the city in 2017 (BCCL)
A retired scientist from Central Drug Research Institute, Lucknow, Dr Anil Kumar Rastogi, who has done more than 1000 shows of around a 100 plays, too shares his experience of how theatre in the city has shaped in the past 25 years.

“Theatre of Lucknow though has been mostly amateur but got national and international recognition when in the late 90s plays of various groups like Darpan, TAW, NIPA, Yayavar, Manchkrati etc participated in the Bharat Rang Mahotsav organized by the National School of Drama, Delhi. Credit also goes to Lucknow when three of its groups Darpan, NIPA and TAW presented their plays in the 8th Theatre Olympics (first in India). NIPA also participated in international festivals held in Norway, Finland and Pakistan with its play Bhagwadajjukiyam,” recalls Rastogi, adding “Theatre in the city in the last 25 years got a big push for two reasons. Many new auditoriums came up during this period. Earlier plays were staged only at Ravindralaya and Mini Ravindralaya at Charbagh. Later, the shifting of Bhartendu Natya Akademi to its new building gave some memorable productions by its founder and subsequent directors and invited guest faculty members but also two auditoriums; BM Shah Auditorium (named after one of its past directors) and Thrust Theatre were also built there. Meanwhile, UP Sangeet Natak Akademi, in its new campus also came up with two new auditoriums.”

Tom Alter in and as Maulana Azad play during the Times of India festival in Lucknow in 2011 (BCCL)


Over the years, Lucknow has seen several prominent faces from Bollywood staging their plays in Lucknow. As Arif says, “We could get Naseeruddin Shah to come and perform his Waiting for Godot, Nana Patekar and Ayesha Jhulka came with Purush, a play directed by Vijaya Mehta. It was followed by Khel with Paresh Rawal and Naseeruddin Shah. Jaya Bachchan and Ramesh Talwar came with their play Maa Retire Hoti Hai. In 2002, Ghalibnaama, my musical presentation on letters and poems of Mirza Ghalib was staged at poolside of Taj Hotel. Nadira Babbar with her plays has been a regular visitor to the city on various platforms. Jamila Bai Kalali, by Ila Arun that had Rajit Kapoor and Rajeshwari Sachdev was another play that met with audience approval in the 2000s. He goes on to add, “Subsequently, Bhupesh Rai started the Repertwhar Theatre Festival in Lucknow that got the likes of Lillette Dubey, Makarand Deshpande, Rajat Kapoor, Vinay Pathak, Saurabh Shukla, Manav Kaul, Kumud Mishra and others, to come and perform plays on a regular basis.”

Yashpal Sharma and Lubna Salim in Gulzar’s written and Salim Arif’s directed play Kharaashein in Lucknow in 2009 (BCCL)


Even Rastogi agrees with the point made by Arif that government's support has given a boost to the theatre scene in the city. “Theatre has come a long way since the 90s. Government’s liberal policy of giving production grants to groups and individuals, festival grants, and grants for repertory has played a major role in imporving the theatre scene in the city. Also, Lucknow Times right from its inception 25 years back, helped in big promotion of theatre by giving coverage to plays with audience participation. Kalakaar Association of UP too has been helping UP government in organizing a 10-day theatre festival every year coinciding with Lucknow Mahotsav. Repertwhar is organizing theatre festivals for the last many years with teams invited mostly from Mumbai with productions produced and starring celebrities. Meanwhile, Nisarg and Yayavar are regularly doing workshops,” says Rastogi.

Manav Kaul staged his play Chuhal in the Repertwhar Theatre Festival in 2019 (BCCL)"
,,,-,
"  Nov 2, 2020, 00:00 IST",Madhu Daithota,Entertainment,Nabha Natesh’s role in Andhadhun remake to have a South-Indian twist?,"Nabha Natesh is all set to take on Radhika Apte’s role in Andhadhun in its Telugu remake to be directed by Merlapaka Gandhi. “I liked Radhika’s character when I watched the Hindi original. But our director has told us that the Telugu version will be made according to south-Indian nativity. So, my character will be tweaked in keeping with the region,” shares Nabha, adding, “The movie will go on floors by the end of November, so we’ve only had an initial round of discussion on how each of our characters will pan out. But I do know that the makers have some interesting takes on our roles. There might be additional characters, too. The stylist has also just come on board, so the look in the film and other details are still being worked out. Even I’m keen to see how the director will design all the characters in this movie,” sums Nabha. The film stars Nithiin and Tamannaah Bhatia in Ayushmann Khurrana and Tabu’s roles, respectively. Nabha, who made her Kannada film debut with Vajrakaya and followed that up with Lee, has since not been seen in the industry, having established herself in the Telugu industry."
"  Nov 2, 2020, 00:00 IST",,Entertainment,Bengalureans set out to celebrate Halloween at city hot spot,"Bengalureans love to dress up, and even more so when they can add a touch of creativity to it to turn out in their macabre best and celebrate Halloween. Although the spook-fest was rather low-key across the city this time around, given the ongoing pandemic, a few dared to venture out with their pals and have a fun time. BT was at one such do in the city, which had a minimal guest list, in keeping with safety protocols. While guests arrived kitted out in various spooky outfits, social distancing norms were soon forgotten, as were masks, as they hung out with pals they hadn’t seen in a long time. DJ Rohan, though, never once took off his mask, as he hung out at the console spinning some great tunes."
"  Nov 2, 2020, 00:00 IST",Madhu Daithota,Entertainment,"After Anup Bhandari, Pushkara Mallikarjunaiah announces film on the mythological character, Ashwatthama","It’s not often that two moviemakers get inspired to work on the same theme at the same time. But that seems to have happened with filmmaker Pushkara Mallikarjunaiah and director Anup Bhandari, both of who will be embarking on films whose central character is the mythological legend Ashwatthama.


Been working on the idea for the past two years: Anup

Anup Bhandari who had announced the film in an interview with BT in September, had shared that his film titled Ashwatthama would be a superhero series. “I have been working on the film for the two years now and have finished working on the first half of it,” he had said back then. What’s his take on Pushkara announcing that he will also be making a film on Ashwatthama? “I am not perturbed. I don’t know what their story is and whoever makes it first will probably have a bigger impact. I wish them all the best,” he says.

Our version will have no resemblance to Anup’s film: Pushkara

On Sunday evening, Pushkara hd announced that he would be making a spy thriller starring Shivarajkumar, which will be directed by Sachin B Ravi. “We wanted to announce this film soon after the release of Avane Srimannarayana, but couldn’t do so owing to the pandemic. My plan is to make films on all the immortal characters of Hindu mythology starting with Ashwatthama. And I’m confident that our version will have no resemblance to Anup’s film. In fact, even in Bollywood the makers of Uri had announced that they’d be making a film on Ashwatthama. So, maybe with all our films, the audience will gain a fresh perspective on Ashwatthama each time.”"
"  Nov 2, 2020, 00:00 IST",,Entertainment,Happy Birthday Shah Rukh Khan: Fans take over social media to wish the superstar,"Shah Rukh Khan has been ruling millions of hearts for over three decades and continues to do so. The actor who marked his debut with 'Deewana' in 1989 went on to entertain us in films like 'Kuch Kuch Hota Hai...', 'Dilwale Dulhaniya Le Jayenge', 'Kal Ho Naa Ho', 'Swades', Om Shanti Om', 'Chak De!', 'Raees', 'Zero' and more.
Now, as the 'King of Romance' turned a year older today, fans took over social media to pour in wishes for the superstar on his 55th birthday. Even, before midnight, fans made #HappyBirthdaySRK trend on Twitter.

From sharing stills from the movies to his pictures of waving from 'Mannat', fans left no stones unturned to make SRK's day special. Here take a look:
Happy Birthday king khan#HappyBirthdaySRK https://t.co/r0Ue3EVjnA
&mdash; Rohit Kumar Shaw (@RohitKu48119162) 1604255501000

Happy Birthday My Idol. You have been a source of happiness and inspiration for many like me. Keeping us entertaine… https://t.co/jcoOAQsxC3
&mdash; Anmol (@anmoljaiswal333) 1604255502000

#HappyBirthdaySRK I put you in the same frame as my Father..I respect you as much as I respect my Father ❤️
&mdash; Ram Kumar (@RamKuma39561381) 1604255448000

#HappyBirthdaySRK A man who ruled billions of hearts by his sweet smile.we love you so much sir. https://t.co/wuvw6PxXtF
&mdash; Poorani Kumaran (@PooraniKumaran) 1604255450000

Happy Birthday King Khan❤️❤️#HappyBirthdaySRK
&mdash; Monil Badshah (@BadshahMonil) 1604255426000

Birthday Mubarak Shahrukh ji❤️❤️#HappyBirthdaySRK https://t.co/y2yyrV2uEn
&mdash; Baanaa . (@Baanaa14) 1604255450000

मी तर शाहरुख नावानेच ओळखला जातो ��अन् तुम्ही ???#HappyBirthdaySRK https://t.co/yVIoDfsBnD
&mdash; ShubHAm sHitole (@JrSrkShub) 1604252076000

This scene ����������#HappyBirthdaySRK https://t.co/sZyPzFehRs
&mdash; �������� ������������ ❤️ (@AnkurSRKian) 1604254698000

King of bollywood#HappyBirthdaySRK https://t.co/KOlPt1IuNU
&mdash; Gokuson (@Gokuson03458030) 1604254696000

The way @iamsrk respects everyone is something that we should learn from him Th ��#HappyBirthdaySRK https://t.co/EYjMvRuPB0
&mdash; Happy birthday Senior (@FirozSRKsFan) 1604254695000

Less than 20 mins to go. Are you all ready with your cakes for the virtual celebration of the world's greatest star… https://t.co/5q1Us35KqU
&mdash; @ⒻⒶⓇⒶⓏ ⓈⓇⓀⒾⒶⓃ (@srkianfaraz) 1604254686000

Meanwhile, Khan is currently with his family in the UAE and asked his fans not to gather outside his house this year amidst COVID-19 pandemic. He had tweeted, ""Please I recommend nobody should collect in crowds. My birthday or wherever! Iss baar ka pyaar...thodha door se yaar.""


Please I recommend nobody should collect in crowds. My birthday or wherever! Iss baar ka pyaar...thodha door se yaa… https://t.co/g0SbYutZo4
&mdash; Shah Rukh Khan (@iamsrk) 1603800732000

On the work front, according to the reports, SRK will start shooting for his next titled 'Pathan'. The film also stars Deepika Padukone and John Abraham."
